dataset,prodgrp,partner,year,flow,value_meur,treated_partner
ext_lt_mainagri,SITC0_1_food,IN,2014,eu_export,221.6,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2015,eu_export,319,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2016,eu_export,476.1,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2017,eu_export,447.2,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2018,eu_export,358.5,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2019,eu_export,428.2,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2020,eu_export,316.6,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2021,eu_export,428.5,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2022,eu_export,608.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2023,eu_export,636.8,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2024,eu_export,710.5,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2025,eu_export,728.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2010,eu_import,1449.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2011,eu_import,1858.8,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2012,eu_import,1969.8,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2013,eu_import,2016.4,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2014,eu_import,2231.4,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2015,eu_import,2362.5,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2016,eu_import,2281.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2017,eu_import,2783.2,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2018,eu_import,2423.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2019,eu_import,2356.4,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2020,eu_import,2064.1,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2021,eu_import,2654.5,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2022,eu_import,3473.9,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2023,eu_import,3043.4,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2024,eu_import,3523.3,FALSE
ext_lt_mainagri,SITC0_1_food,IN,2025,eu_import,4182.4,FALSE
ext_lt_mainagri,SITC0_1_food,KG,2010,eu_export,10.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2011,eu_export,13.9,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2012,eu_export,24.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2013,eu_export,27.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2014,eu_export,53.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2015,eu_export,28.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2016,eu_export,21.6,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2017,eu_export,20.8,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2018,eu_export,21.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2019,eu_export,25.7,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2020,eu_export,21.9,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2021,eu_export,27,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2022,eu_export,53.1,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2023,eu_export,70,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2024,eu_export,74.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2025,eu_export,96.4,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2010,eu_import,5.8,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2011,eu_import,9.2,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2012,eu_import,9.4,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2013,eu_import,13.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2014,eu_import,16.9,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2015,eu_import,16.5,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2016,eu_import,12.2,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2017,eu_import,12,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2018,eu_import,14.7,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2019,eu_import,16.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2020,eu_import,15.4,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2021,eu_import,11.3,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2022,eu_import,15.9,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2023,eu_import,9.7,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2024,eu_import,7.9,TRUE
ext_lt_mainagri,SITC0_1_food,KG,2025,eu_import,12.2,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2010,eu_export,198.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2011,eu_export,241.3,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2012,eu_export,302.9,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2013,eu_export,296.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2014,eu_export,333.8,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2015,eu_export,292.4,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2016,eu_export,243,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2017,eu_export,276.9,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2018,eu_export,280.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2019,eu_export,305.2,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2020,eu_export,280.5,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2021,eu_export,311.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2022,eu_export,486.6,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2023,eu_export,593.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2024,eu_export,645.3,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2025,eu_export,679.4,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2010,eu_import,115,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2011,eu_import,108.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2012,eu_import,128,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2013,eu_import,97.6,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2014,eu_import,80.6,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2015,eu_import,87.5,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2016,eu_import,86.7,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2017,eu_import,113.4,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2018,eu_import,144.9,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2019,eu_import,106.2,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2020,eu_import,96.5,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2021,eu_import,89.5,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2022,eu_import,263.4,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2023,eu_import,350.5,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2024,eu_import,217.4,TRUE
ext_lt_mainagri,SITC0_1_food,KZ,2025,eu_import,227.1,TRUE
ext_lt_mainagri,SITC0_1_food,MA,2010,eu_export,923,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2011,eu_export,1221.6,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2012,eu_export,939.5,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2013,eu_export,1069.3,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2014,eu_export,1371.9,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2015,eu_export,1121.3,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2016,eu_export,1334.5,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2017,eu_export,1080.8,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2018,eu_export,1121,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2019,eu_export,1427.6,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2020,eu_export,1827.1,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2021,eu_export,1820.1,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2022,eu_export,3298.6,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2023,eu_export,3242,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2024,eu_export,3074,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2025,eu_export,3250.4,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2010,eu_import,1754.7,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2011,eu_import,1812.3,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2012,eu_import,1771.2,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2013,eu_import,1901,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2014,eu_import,2133.7,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2015,eu_import,2481.8,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2016,eu_import,2778.6,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2017,eu_import,3081.8,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2018,eu_import,3258,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2019,eu_import,3321,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2020,eu_import,3486.6,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2021,eu_import,4037.4,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2022,eu_import,4547.9,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2023,eu_import,4703.9,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2024,eu_import,4931.8,FALSE
ext_lt_mainagri,SITC0_1_food,MA,2025,eu_import,5236.4,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2010,eu_export,417.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2011,eu_export,463.2,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2012,eu_export,565.3,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2013,eu_export,645.1,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2014,eu_export,726.9,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2015,eu_export,774.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2016,eu_export,815.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2017,eu_export,921.8,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2018,eu_export,1028.8,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2019,eu_export,1138.8,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2020,eu_export,1220.2,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2021,eu_export,1408.4,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2022,eu_export,1905.1,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2023,eu_export,2157.7,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2024,eu_export,2410.5,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2025,eu_export,2597,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2010,eu_import,608.7,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2011,eu_import,815.2,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2012,eu_import,797.9,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2013,eu_import,751.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2014,eu_import,832.3,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2015,eu_import,871.9,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2016,eu_import,903.1,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2017,eu_import,935.3,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2018,eu_import,903.1,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2019,eu_import,1122.9,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2020,eu_import,1214.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2021,eu_import,1633.6,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2022,eu_import,1924.5,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2023,eu_import,1756.1,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2024,eu_import,2019,FALSE
ext_lt_mainagri,SITC0_1_food,RS,2025,eu_import,1983.5,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2010,eu_export,8011,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2011,eu_export,8926.5,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2012,eu_export,9740.5,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2013,eu_export,10278.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2014,eu_export,7816.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2015,eu_export,4394.4,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2016,eu_export,4335.6,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2017,eu_export,5055.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2018,eu_export,5198.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2019,eu_export,5616,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2020,eu_export,5392.8,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2021,eu_export,5780.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2022,eu_export,5779.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2023,eu_export,5770.6,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2024,eu_export,5110.6,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2025,eu_export,5026.8,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2010,eu_import,531,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2011,eu_import,911.8,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2012,eu_import,1305.1,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2013,eu_import,1107.8,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2014,eu_import,1371.7,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2015,eu_import,1340.2,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2016,eu_import,1440.3,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2017,eu_import,1340.5,FALSE
ext_lt_mainagri,SITC0_1_food,RU,2018,eu_import,1739.2,FALSE
